ev-id,net,day,time,lat,lon,dept,RMS,d_la,d_lo,d_de,Ml,Ml,M,mode
"isor2013ubrlj","SI",2013-10-13,11:11:35.460,63.8269,-22.6224,3.18,0.066,0.52,0.31,0.50,1.30,1.60,1.40,"manual"
"isor2013ubrrb","SI",2013-10-13,11:18:15.264,63.7993,-22.6762,3.83,0.067,0.46,0.45,0.46,2.21,2.52,2.31,"manual"
"isor2013ubrst","SI",2013-10-13,11:20:14.288,63.8370,-22.6314,4.83,0.049,0.43,0.30,0.39,1.20,1.45,1.28,"manual"
"isor2013ubruj","SI",2013-10-13,11:22:05.876,63.8162,-22.6121,4.00,0.058,0.49,0.47,0.49,1.39,1.58,1.45,"manual"
"isor2013ubrur","SI",2013-10-13,11:22:28.430,63.8310,-22.6271,4.87,0.051,0.51,0.29,0.53,1.21,1.41,1.27,"manual"
"isor2013ubscp","SI",2013-10-13,11:31:42.662,63.8282,-22.6152,2.94,0.056,0.44,0.26,0.42,2.08,2.39,2.18,"manual"
"isor2013ubsdt","SI",2013-10-13,11:33:01.503,63.8263,-22.6121,2.87,0.040,0.39,0.30,0.32,2.03,2.36,2.14,"manual"
"isor2013ubsfe","SI",2013-10-13,11:34:41.876,63.8270,-22.6151,2.91,0.043,0.40,0.30,0.32,1.51,1.82,1.62,"manual"
"isor2013ubsfw","SI",2013-10-13,11:35:30.940,63.8234,-22.6076,3.17,0.033,0.44,0.35,0.36,1.91,2.26,2.03,"manual"
"isor2013ubsgu","SI",2013-10-13,11:36:33.797,63.8241,-22.6144,3.00,0.054,0.44,0.27,0.44,1.39,1.70,1.50,"manual"
"isor2013ubsjk","SI",2013-10-13,11:39:37.289,63.8290,-22.6281,3.68,0.049,0.39,0.31,0.39,1.36,1.62,1.45,"manual"
"isor2013ubste","SI",2013-10-13,11:51:01.235,63.8192,-22.6160,3.29,0.053,0.47,0.29,0.40,1.49,1.82,1.60,"manual"
"isor2013ubsut","SI",2013-10-13,11:52:50.881,63.8214,-22.6188,3.32,0.052,0.48,0.30,0.38,1.44,1.82,1.57,"manual"
"isor2013ubsxa","SI",2013-10-13,11:55:29.005,63.8172,-22.6125,3.06,0.058,0.46,0.44,0.46,1.36,1.54,1.42,"manual"
"isor2013ubtfa","SI",2013-10-13,12:04:48.187,63.8164,-22.6067,3.03,0.053,0.42,0.34,0.56,1.52,1.69,1.58,"manual"
"isor2013ubtcl","SI",2013-10-13,12:01:49.450,63.8224,-22.6142,3.00,0.050,0.44,0.29,0.43,1.32,1.65,1.43,"manual"
"isor2013ubtgg","SI",2013-10-13,12:06:15.958,63.8022,-22.6702,4.00,0.064,0.50,0.41,0.44,1.57,1.79,1.65,"manual"
"isor2013ubtip","SI",2013-10-13,12:08:59.069,63.8123,-22.6192,3.80,0.063,0.48,0.31,0.55,1.73,2.06,1.84,"manual"
"isor2013ubtkw","SI",2013-10-13,12:11:39.293,63.8155,-22.6104,3.13,0.054,0.49,0.35,0.56,1.77,1.93,1.83,"manual"
"isor2013ubtlq","SI",2013-10-13,12:12:31.514,63.7971,-22.6440,3.86,0.063,0.47,0.47,0.61,1.50,1.71,1.57,"manual"
"isor2013ubtov","SI",2013-10-13,12:16:14.429,63.8307,-22.6264,3.55,0.043,0.41,0.32,0.39,1.55,1.92,1.67,"manual"
"isor2013ubtpv","SI",2013-10-13,12:17:26.815,63.8172,-22.6132,3.19,0.056,0.43,0.39,0.45,1.26,1.45,1.32,"manual"
"isor2013ubtxk","SI",2013-10-13,12:26:14.375,63.8016,-22.6688,4.00,0.075,0.58,0.49,0.46,1.46,1.68,1.53,"manual"
"isor2013ubued","RR",2013-10-13,12:34:22.456,63.7960,-22.6872,3.93,0.028,0.54,0.53,0.59,1.26,1.55,1.35,"manual"
"isor2013ubupf","SI",2013-10-13,12:47:01.637,63.8102,-22.6607,5.35,0.055,0.52,0.38,0.37,1.31,1.59,1.40,"manual"
"isor2013uburj","SI",2013-10-13,12:49:31.710,63.8389,-22.6191,4.29,0.041,0.36,0.27,0.38,1.12,1.25,1.16,"manual"
"isor2013ubutn","SI",2013-10-13,12:52:02.167,63.8131,-22.6786,4.43,0.060,0.58,0.39,0.43,1.17,1.55,1.30,"manual"
"isor2013ubvhh","SI",2013-10-13,13:08:04.464,63.8178,-22.6164,2.86,0.054,0.43,0.33,0.41,1.27,1.46,1.33,"manual"
"isor2013ubvid","SI",2013-10-13,13:09:03.854,63.8725,-22.4852,2.66,0.052,0.67,0.53,1.17,1.51,1.78,1.60,"manual"
"isor2013ubvrj","SI",2013-10-13,13:19:49.754,63.8003,-22.6639,3.74,0.057,0.47,0.38,0.49,2.02,2.18,2.07,"manual"
"isor2013ubwgp","SI",2013-10-13,13:37:36.013,63.7993,-22.6991,3.42,0.078,0.59,0.58,0.78,1.22,1.40,1.28,"manual"
"isor2013ubwoq","SI",2013-10-13,13:46:56.774,63.8370,-22.4502,4.48,0.048,1.22,0.55,0.97,1.43,1.65,1.50,"manual"
"isor2013ubwqi","SI",2013-10-13,13:48:54.343,63.8307,-22.6270,2.79,0.054,0.32,0.28,0.27,2.53,2.88,2.64,"manual"
"isor2013ubube","SI",2013-10-13,12:30:38.480,63.8320,-22.6243,3.59,0.040,0.40,0.35,0.40,1.45,1.74,1.55,"manual"
"isor2013ubulp","SI",2013-10-13,12:42:49.292,63.7948,-22.6756,2.90,0.060,0.48,0.46,0.60,1.36,1.65,1.45,"manual"
"isor2013ubuwn","SI",2013-10-13,12:55:31.554,63.8164,-22.6073,3.19,0.051,0.40,0.32,0.44,1.86,2.12,1.95,"manual"
"isor2013ubuxr","SI",2013-10-13,12:56:53.940,63.8155,-22.6040,3.00,0.056,0.43,0.35,0.55,1.74,2.11,1.87,"manual"
"isor2013ubvtp","SI",2013-10-13,13:22:26.553,63.8036,-22.6557,2.95,0.047,0.50,0.36,0.67,1.33,1.59,1.41,"manual"
"isor2013ubwah","SI",2013-10-13,13:30:13.355,63.8082,-22.6088,3.46,0.058,0.47,0.36,0.56,1.18,1.47,1.27,"manual"
"isor2013ubwkd","SI",2013-10-13,13:41:41.969,63.8701,-22.4865,2.70,0.049,0.55,0.48,0.97,1.55,1.71,1.61,"manual"
"isor2013ubwkh","SI",2013-10-13,13:41:53.105,63.8636,-22.4800,3.41,0.065,0.64,0.53,0.94,1.90,2.22,2.01,"manual"
"isor2013ubwlx","SI",2013-10-13,13:43:47.691,63.8709,-22.4924,2.60,0.056,0.58,0.47,0.86,1.87,2.08,1.94,"manual"
"isor2013ubwrb","SI",2013-10-13,13:49:46.389,63.8680,-22.4732,3.49,0.049,0.64,0.56,0.90,1.96,2.19,2.03,"manual"
"isor2013ubwuv","SI",2013-10-13,13:54:09.796,63.8299,-22.6205,2.81,0.044,0.34,0.36,0.30,1.22,1.55,1.33,"manual"
"isor2013ubxev","SI",2013-10-13,14:05:50.767,63.8342,-22.6310,2.73,0.039,0.40,0.31,0.30,2.28,2.61,2.39,"manual"
"isor2013ubxjq","SI",2013-10-13,14:11:26.935,63.7926,-22.6689,2.83,0.034,0.39,0.38,0.76,1.44,1.76,1.55,"manual"
"isor2013ubxoi","SI",2013-10-13,14:16:54.869,63.8089,-22.6864,3.21,0.059,0.56,0.53,0.40,1.17,1.39,1.24,"manual"
"isor2013ubxqf","SI",2013-10-13,14:19:06.054,63.8005,-22.6840,3.55,0.069,0.56,0.50,0.55,1.21,1.52,1.32,"manual"
"isor2013ubxun","SI",2013-10-13,14:24:08.911,63.8397,-22.5829,4.68,0.071,0.51,0.33,0.58,1.24,1.47,1.32,"manual"
"isor2013ubyjs","SI",2013-10-13,14:41:49.341,63.8238,-22.6099,3.43,0.043,0.42,0.32,0.47,1.41,1.67,1.49,"manual"
"isor2013ubytv","SI",2013-10-13,14:53:37.743,63.8005,-22.6738,4.41,0.054,0.51,0.45,0.54,1.80,2.06,1.88,"manual"
"isor2013ubzlw","SI",2013-10-13,15:14:41.751,63.8411,-22.6201,4.27,0.047,0.34,0.26,0.45,1.32,1.47,1.37,"manual"
"isor2013ubzuq","SI",2013-10-13,15:25:01.263,63.8061,-22.6605,5.62,0.061,0.60,0.51,0.52,1.09,1.26,1.15,"manual"
"isor2013ubzuu","SI",2013-10-13,15:31:14.680,63.8404,-22.6203,4.62,0.064,0.43,0.30,0.54,1.14,1.48,1.25,"manual"
"isor2013ubzyb","SI",2013-10-13,15:28:50.212,63.7986,-22.6739,2.27,0.040,0.41,0.38,0.59,1.11,1.28,1.17,"manual"
"isor2013ubxuw","SI",2013-10-13,14:24:31.255,63.7965,-22.6669,4.00,0.068,0.49,0.43,0.53,1.67,1.98,1.77,"manual"
"isor2013ubxww","SI",2013-10-13,14:26:50.635,63.8698,-22.4846,2.65,0.058,0.59,0.50,0.97,2.20,2.56,2.32,"manual"
"isor2013ubxxr","SI",2013-10-13,14:27:48.321,63.7982,-22.6722,3.86,0.064,0.46,0.42,0.55,1.93,2.12,2.00,"manual"
"isor2013ubxyf","SI",2013-10-13,14:28:26.777,63.8016,-22.6816,3.55,0.056,0.53,0.44,0.48,1.54,1.69,1.59,"manual"
"isor2013ubxzf","SI",2013-10-13,14:29:36.428,63.8740,-22.4966,1.26,0.058,0.52,0.48,1.01,1.46,1.69,1.53,"manual"
"isor2013ubxzp","SI",2013-10-13,14:30:03.685,63.8038,-22.6895,5.45,0.069,0.66,0.61,0.50,1.22,1.44,1.29,"manual"
"isor2013ubyah","SI",2013-10-13,14:30:50.344,63.7988,-22.6697,3.76,0.068,0.50,0.45,0.52,2.21,2.57,2.33,"manual"
"isor2013ubyaq","SI",2013-10-13,14:31:16.224,63.8147,-22.6281,3.56,0.055,0.46,0.32,0.39,1.62,1.81,1.69,"manual"
"isor2013ubyfp","SI",2013-10-13,14:37:02.558,63.8248,-22.6161,3.01,0.055,0.41,0.28,0.35,2.14,2.29,2.19,"manual"
"isor2013ubyhs","SI",2013-10-13,14:39:30.091,63.7943,-22.6628,2.39,0.050,0.41,0.36,0.70,1.42,1.71,1.52,"manual"
"isor2013ubyoc","SI",2013-10-13,14:46:56.215,63.8020,-22.6335,3.96,0.048,0.46,0.34,0.59,1.54,1.76,1.62,"manual"
"isor2013ubyou","SI",2013-10-13,14:47:44.131,63.7971,-22.6606,4.00,0.060,0.49,0.48,0.49,1.32,1.60,1.42,"manual"
"isor2013ubysm","SI",2013-10-13,14:52:02.919,63.8166,-22.6144,3.17,0.059,0.44,0.32,0.51,2.81,2.99,2.87,"manual"
"isor2013ubytb","SI",2013-10-13,14:52:43.825,63.8251,-22.6123,3.19,0.036,0.46,0.29,0.44,2.36,2.69,2.47,"manual"
"isor2013ubyuh","SI",2013-10-13,14:54:10.353,63.8276,-22.6158,2.96,0.047,0.40,0.29,0.32,1.37,1.60,1.45,"manual"
"isor2013ubyvb","SI",2013-10-13,14:55:04.487,63.8285,-22.6165,2.88,0.054,0.40,0.32,0.32,1.19,1.50,1.29,"manual"
"isor2013ubyxy","SI",2013-10-13,14:58:26.138,63.8189,-22.6147,2.94,0.064,0.40,0.31,0.45,2.82,3.34,3.00,"manual"
"isor2013ubyyi","SI",2013-10-13,14:58:52.887,63.8192,-22.6166,2.89,0.048,0.48,0.30,0.47,1.61,1.90,1.71,"manual"
"isor2013ubyzv","SI",2013-10-13,15:00:36.563,63.8009,-22.6601,3.80,0.060,0.43,0.34,0.46,2.98,3.32,3.09,"manual"
"isor2013ubzai","SI",2013-10-13,15:01:12.518,63.8033,-22.6550,4.59,0.066,0.48,0.38,0.54,2.11,2.60,2.28,"manual"
"isor2013ubzav","SI",2013-10-13,15:01:46.579,63.8276,-22.6164,3.13,0.046,0.47,0.25,0.54,1.56,1.78,1.63,"manual"
"isor2013ubzbw","SI",2013-10-13,15:02:59.058,63.8203,-22.6168,3.63,0.053,0.44,0.28,0.41,1.39,1.67,1.48,"manual"
"isor2013ubzdc","SI",2013-10-13,15:04:24.493,63.7936,-22.6719,2.00,0.040,0.40,0.40,0.63,1.38,1.72,1.50,"manual"
"isor2013ubzff","SI",2013-10-13,15:06:53.245,63.8270,-22.6132,3.55,0.048,0.40,0.24,0.35,1.73,2.03,1.83,"manual"
"isor2013ubzgh","SI",2013-10-13,15:08:07.760,63.8285,-22.6191,2.88,0.049,0.40,0.26,0.34,1.29,1.53,1.37,"manual"
"isor2013ubzhs","SI",2013-10-13,15:09:49.211,63.8155,-22.6161,3.53,0.062,0.41,0.35,0.45,2.47,2.75,2.56,"manual"
"isor2013ubzhu","SI",2013-10-13,15:09:55.292,63.8044,-22.6233,3.31,0.054,0.47,0.57,0.61,2.03,2.34,2.13,"manual"
"isor2013ubzio","SI",2013-10-13,15:10:47.674,63.8161,-22.6175,3.58,0.062,0.46,0.32,0.45,1.51,1.75,1.59,"manual"
"isor2013ubzlz","SI",2013-10-13,15:14:47.934,63.8161,-22.6194,3.63,0.062,0.42,0.32,0.41,1.34,1.47,1.38,"manual"
"isor2013ubzok","SI",2013-10-13,15:17:35.338,63.8169,-22.6151,2.64,0.049,0.37,0.39,0.65,1.28,1.45,1.34,"manual"
"isor2013ucaoa","SI",2013-10-13,15:47:27.388,63.8072,-22.6861,4.96,0.079,0.56,0.50,0.40,1.15,1.40,1.23,"manual"
"isor2013ucbfi","SI",2013-10-13,16:07:37.218,63.8047,-22.7374,4.88,0.064,0.86,0.63,0.54,1.28,1.58,1.38,"manual"
"isor2013ucbiw","SI",2013-10-13,16:11:46.521,63.8268,-22.6157,2.86,0.052,0.38,0.29,0.32,2.50,3.02,2.67,"manual"
"isor2013ucble","SI",2013-10-13,16:14:27.259,63.8224,-22.6142,3.00,0.038,0.46,0.29,0.42,1.31,1.64,1.42,"manual"
"isor2013ucbnb","SI",2013-10-13,16:16:39.124,63.8310,-22.6137,2.70,0.057,0.51,0.27,0.49,1.27,1.53,1.36,"manual"
"isor2013ucbrg","SI",2013-10-13,16:21:31.979,63.8270,-22.6157,3.36,0.054,0.44,0.28,0.42,1.28,1.66,1.40,"manual"
"isor2013ucbuc","SI",2013-10-13,16:24:52.852,63.8166,-22.6176,3.34,0.059,0.40,0.33,0.48,2.30,2.50,2.37,"manual"
"isor2013ucccj","SI",2013-10-13,16:34:30.376,63.7892,-22.6481,4.90,0.059,0.44,0.57,0.61,1.85,2.20,1.97,"manual"
"isor2013uccoz","SI",2013-10-13,16:49:12.390,63.7954,-22.6884,3.76,0.069,0.44,0.45,0.58,2.72,3.22,2.89,"manual"
"isor2013uccsc","SI",2013-10-13,16:52:51.008,63.7988,-22.6697,4.00,0.067,0.54,0.43,0.47,1.48,1.76,1.58,"manual"
"isor2013uccvl","SI",2013-10-13,16:56:44.933,63.7922,-22.6756,0.74,0.040,0.33,0.38,0.64,1.43,1.70,1.52,"manual"
"isor2013ucdhz","SI",2013-10-13,17:11:21.736,63.7984,-22.6878,3.44,0.062,0.46,0.40,0.46,1.99,2.26,2.08,"manual"
"isor2013ucdup","SI",2013-10-13,17:26:03.414,63.8218,-22.6230,4.52,0.036,0.99,0.58,0.70,1.01,1.25,1.09,"manual"
"isor2013ucdxy","SI",2013-10-13,17:33:35.312,63.7999,-22.6750,2.90,0.067,0.55,0.45,0.72,1.52,1.75,1.60,"manual"
"isor2013ucdzy","SI",2013-10-13,17:32:30.273,63.8027,-22.6333,3.83,0.066,0.49,0.41,0.56,1.43,1.63,1.49,"manual"
"isor2013ucdji","SI",2013-10-13,17:12:54.714,63.8175,-22.6132,3.34,0.050,0.46,0.30,0.42,2.32,2.79,2.48,"manual"
"isor2013ucdms","SI",2013-10-13,17:16:52.895,63.8211,-22.6156,2.98,0.045,0.53,0.30,0.44,1.46,1.75,1.56,"manual"
"isor2013ucdoy","SI",2013-10-13,17:19:28.948,63.8060,-22.6283,3.68,0.055,0.45,0.35,0.52,2.51,2.84,2.62,"manual"
"isor2013ucdro","SI",2013-10-13,17:22:31.006,63.8162,-22.6185,3.21,0.069,0.53,0.39,0.56,2.70,2.89,2.76,"manual"
"isor2013ucdsf","SI",2013-10-13,17:23:16.176,63.8150,-22.6103,3.01,0.056,0.42,0.37,0.46,2.25,2.54,2.35,"manual"
"isor2013ucecp","SI",2013-10-13,17:35:21.917,63.8296,-22.6103,2.77,0.054,0.41,0.26,0.39,1.69,1.93,1.77,"manual"
"isor2013ucelq","SI",2013-10-13,17:45:55.893,63.7851,-22.6606,5.08,0.074,0.21,0.47,0.45,2.78,3.15,2.90,"manual"
"isor2013ucemh","SI",2013-10-13,17:46:41.385,63.8189,-22.6115,3.55,0.043,0.39,0.31,0.40,1.80,2.28,1.96,"manual"
"isor2013ucerh","SI",2013-10-13,17:52:31.896,63.8016,-22.6383,3.80,0.052,0.52,0.36,0.62,1.39,1.69,1.49,"manual"
"isor2013ucfeh","SI",2013-10-13,18:07:40.262,63.8268,-22.6354,4.77,0.066,0.48,0.33,0.43,1.10,1.31,1.17,"manual"
"isor2013ucfkk","SI",2013-10-13,18:14:47.538,63.8055,-22.6375,3.76,0.055,0.53,0.37,0.52,1.11,1.23,1.15,"manual"
"isor2013ucgcw","SI",2013-10-13,18:36:19.804,63.7982,-22.6735,3.76,0.067,0.45,0.41,0.55,1.33,1.64,1.43,"manual"
"isor2013ucggo","SI",2013-10-13,18:40:35.257,63.8138,-22.6280,3.65,0.037,0.40,0.31,0.45,1.09,1.27,1.15,"manual"
"isor2013ucglm","RR",2013-10-13,18:46:21.341,63.7875,-22.6797,0.80,0.045,0.33,0.53,1.03,1.25,1.49,1.33,"manual"
"isor2013ucgnt","SI",2013-10-13,18:48:59.799,63.8321,-22.6215,2.96,0.058,0.42,0.26,0.35,1.11,1.43,1.22,"manual"
"isor2013uchjq","SI",2013-10-13,19:14:29.794,63.8102,-22.6116,3.65,0.055,0.51,0.34,0.64,1.18,1.36,1.24,"manual"
"isor2013uchlr","SI",2013-10-13,19:16:52.761,63.8408,-22.6213,4.42,0.043,0.40,0.30,0.48,0.92,1.15,1.00,"manual"
"isor2013uchpp","SI",2013-10-13,19:21:27.752,63.8225,-22.6336,3.29,0.052,0.40,0.28,0.30,1.05,1.31,1.14,"manual"
"isor2013ucioi","SI",2013-10-13,19:50:17.174,63.8027,-22.6308,3.00,0.036,0.47,0.39,0.74,0.99,1.16,1.05,"manual"
"isor2013ucirw","RR",2013-10-13,19:54:23.774,63.7948,-22.6590,2.28,0.055,0.42,0.49,0.76,1.05,1.29,1.13,"manual"
"isor2013ucixr","SI",2013-10-13,20:01:10.570,63.7964,-22.6704,1.83,0.031,0.36,0.38,0.69,1.20,1.49,1.29,"manual"
"isor2013ucjao","RR",2013-10-13,20:04:32.635,63.7948,-22.6718,1.94,0.050,0.42,0.43,0.86,1.24,1.51,1.33,"manual"
"isor2013ucjck","SI",2013-10-13,20:06:42.889,63.7999,-22.6737,3.93,0.070,0.52,0.44,0.50,1.41,1.71,1.51,"manual"
"isor2013ucjlr","SI",2013-10-13,20:17:32.610,63.8157,-22.7433,3.07,0.037,0.82,0.48,0.53,1.06,1.22,1.11,"manual"
"isor2013ucjws","SI",2013-10-13,20:31:34.377,63.7851,-22.6492,2.79,0.064,0.39,0.56,0.76,1.54,1.82,1.63,"manual"
"isor2013ucjgt","SI",2013-10-13,20:11:44.859,63.8394,-22.6218,4.51,0.061,0.45,0.39,0.58,0.94,1.34,1.07,"manual"
"isor2013ucjjl","SI",2013-10-13,20:14:54.135,63.7937,-22.6500,4.00,0.057,0.45,0.42,0.67,1.38,1.70,1.49,"manual"
"isor2013uckfg","SI",2013-10-13,20:40:18.954,63.7993,-22.6622,3.00,0.055,0.41,0.36,0.55,1.33,1.64,1.43,"manual"
"isor2013ucktq","SI",2013-10-13,20:57:04.015,63.8061,-22.6401,3.90,0.052,0.52,0.49,0.67,1.15,1.43,1.25,"manual"
"isor2013uclnm","SI",2013-10-13,21:20:13.757,63.7999,-22.6699,4.00,0.076,0.53,0.46,0.57,1.29,1.54,1.37,"manual"
"isor2013uclnq","SI",2013-10-13,21:20:23.327,63.8061,-22.6707,4.00,0.061,0.54,0.52,0.63,1.23,1.49,1.32,"manual"
"isor2013ucmfo","SI",2013-10-13,21:41:18.005,63.7977,-22.6862,2.90,0.063,0.48,0.55,0.71,1.75,2.00,1.83,"manual"
"isor2013ucnoy","SI",2013-10-13,22:22:31.466,63.8279,-22.6305,4.11,0.063,0.53,0.33,0.56,0.94,1.19,1.03,"manual"
"isor2013ucnkx","SI",2013-10-13,22:17:49.761,63.8016,-22.6625,3.38,0.067,0.48,0.38,0.59,1.31,1.60,1.40,"manual"
"isor2013ucnmg","SI",2013-10-13,22:19:23.703,63.7978,-22.6693,2.89,0.059,0.43,0.38,0.68,1.14,1.44,1.24,"manual"
"isor2013ucntf","SI",2013-10-13,22:27:30.399,63.8262,-22.6309,2.58,0.051,0.39,0.36,0.38,1.12,1.43,1.22,"manual"
"isor2013ucnws","RR",2013-10-13,22:31:36.616,63.8038,-22.6538,2.90,0.021,0.51,0.40,0.72,1.03,1.34,1.13,"manual"
"isor2013ucpek","RR",2013-10-13,23:12:29.883,63.7870,-22.6860,0.80,0.048,0.57,0.84,1.14,1.29,1.43,1.34,"manual"
"isor2013ucpjd","SI",2013-10-13,23:16:22.466,63.8352,-22.6276,3.84,0.046,0.54,0.34,0.53,1.02,1.16,1.07,"manual"
"isor2013ucpkz","SI",2013-10-13,23:18:36.184,63.8106,-22.6929,4.65,0.062,0.55,0.50,0.40,1.07,1.33,1.16,"manual"
"isor2013ucpro","SI",2013-10-13,23:26:15.921,63.8050,-22.6833,4.00,0.071,0.67,0.49,0.63,0.88,1.19,0.98,"manual"
"isor2013ucrht","SI",2013-10-14,00:15:23.665,63.8394,-22.6250,4.75,0.049,0.48,0.35,0.58,0.91,1.10,0.97,"manual"
"isor2013ucroh","SI",2013-10-14,00:29:01.337,63.8023,-22.6374,3.87,0.057,0.46,0.34,0.56,1.30,1.50,1.37,"manual"
"isor2013ucqhs","SI",2013-10-13,23:45:01.606,63.7851,-22.6670,5.08,0.063,0.28,0.64,0.55,1.33,1.59,1.42,"manual"
"isor2013ucrbk","SI",2013-10-14,00:07:59.389,63.8033,-22.6385,4.00,0.048,0.47,0.35,0.53,1.16,1.39,1.24,"manual"
"isor2013ucrtx","SI",2013-10-14,00:29:34.114,63.8010,-22.6382,4.14,0.051,0.46,0.34,0.51,2.03,2.27,2.11,"manual"
"isor2013ucrvg","SI",2013-10-14,00:31:08.396,63.8015,-22.6341,3.84,0.066,0.46,0.32,0.61,2.22,2.72,2.39,"manual"
"isor2013ucrwf","SI",2013-10-14,00:32:14.864,63.8010,-22.6395,4.00,0.054,0.49,0.37,0.58,1.59,1.84,1.67,"manual"
"isor2013ucryo","RR",2013-10-14,00:34:59.221,63.8024,-22.6607,3.64,0.049,0.54,0.49,0.61,1.21,1.36,1.26,"manual"
"isor2013ucsid","SI",2013-10-14,00:46:09.460,63.8048,-22.6415,3.99,0.050,0.50,0.37,0.51,1.49,1.71,1.56,"manual"
"isor2013ucuem","SI",2013-10-14,01:42:27.070,63.8100,-22.6355,3.00,0.057,0.43,0.40,0.78,1.25,1.49,1.33,"manual"
"isor2013ucwkm","SI",2013-10-14,02:50:05.127,63.8044,-22.6539,4.00,0.056,0.55,0.41,0.52,1.00,1.33,1.11,"manual"
"isor2013ucxjr","SI",2013-10-14,03:19:27.705,63.7948,-22.6705,2.52,0.065,0.42,0.41,0.72,0.99,1.20,1.06,"manual"
"isor2013uddgj","SI",2013-10-14,06:17:27.733,63.8383,-22.6229,4.54,0.042,0.36,0.29,0.37,0.95,1.13,1.01,"manual"
"isor2013udfbm","SI",2013-10-14,07:12:22.466,63.7993,-22.6660,3.83,0.067,0.48,0.42,0.57,1.24,1.54,1.34,"manual"
"isor2013udfqi","SI",2013-10-14,07:29:40.664,63.7982,-22.6251,2.94,0.046,0.50,0.40,0.99,1.19,1.34,1.24,"manual"
"isor2013udfwb","SI",2013-10-14,07:36:21.161,63.8228,-22.6222,3.22,0.056,0.46,0.34,0.46,1.14,1.35,1.21,"manual"
"isor2013udhhj","SI",2013-10-14,08:19:51.329,63.8151,-22.6464,5.41,0.063,0.77,0.46,0.67,1.05,1.28,1.13,"manual"
"isor2013udlza","SI",2013-10-14,10:41:40.286,63.7853,-22.7011,3.86,0.062,0.31,0.77,0.82,1.21,1.50,1.31,"manual"
"isor2013udpcv","SI",2013-10-14,12:17:00.809,63.8168,-22.6275,3.76,0.045,0.45,0.33,0.39,1.25,1.43,1.31,"manual"
"isor2013udqkj","SI",2013-10-14,12:56:06.294,63.8286,-22.6009,3.25,0.046,0.50,0.70,0.56,1.03,1.26,1.10,"manual"
"isor2013udqrx","SI",2013-10-14,13:04:54.232,63.8113,-22.6328,3.08,0.055,0.46,0.34,0.47,1.10,1.41,1.20,"manual"
"isor2013udrne","SI",2013-10-14,13:29:41.570,63.7853,-22.7317,8.88,0.079,0.66,1.27,0.76,1.31,1.57,1.40,"manual"
"isor2013udsls","SI",2013-10-14,13:58:19.310,63.7932,-22.6665,2.90,0.046,0.45,0.44,0.81,1.13,1.38,1.21,"manual"
"isor2013udtki","SI",2013-10-14,14:27:00.255,63.8353,-22.6094,2.73,0.061,0.81,0.47,0.64,1.07,1.23,1.12,"manual"
"isor2013uebsc","SI",2013-10-14,18:38:29.934,63.8162,-22.6962,2.80,0.062,0.69,0.52,0.57,0.68,1.03,0.80,"manual"
"isor2013uefvc","SI",2013-10-14,20:43:12.273,63.8145,-22.6986,5.45,0.060,0.75,0.73,0.68,0.85,1.11,0.94,"manual"
"isor2013uegqx","RR",2013-10-14,21:08:39.208,63.8207,-22.6382,2.32,0.057,0.48,0.42,0.52,0.95,1.14,1.01,"manual"
"isor2013uegxt","SI",2013-10-14,21:16:39.896,63.8033,-22.6410,3.93,0.058,0.54,0.44,0.83,1.00,1.20,1.06,"manual"
"isor2013ueigq","SI",2013-10-14,21:57:17.003,63.7999,-22.6329,4.00,0.045,0.59,0.60,0.97,0.99,1.23,1.07,"manual"
"isor2013uelcs","SI",2013-10-14,23:23:44.560,63.7864,-22.6465,2.90,0.050,0.40,0.48,0.98,0.99,1.29,1.09,"manual"
"isor2013uelot","SI",2013-10-14,23:37:40.999,63.8265,-22.7215,0.50,0.100,6.17,22.78,-9.99,0.96,1.03,0.98,"automatic"
"isor2013ueloq","SI",2013-10-14,23:37:39.415,63.7867,-22.8140,8.04,0.048,1.42,1.20,1.36,1.16,1.39,1.24,"manual"
"isor2013uemaz","SI",2013-10-14,23:51:55.018,63.8072,-22.6810,4.41,0.059,0.68,0.47,0.47,1.02,1.26,1.10,"manual"
